line_item_id,order_id,customer_id,sku,quantity,item_revenue,category
LI-00013453,O-0006510,C-00607,SKU-0061,1,37.84,packs
LI-00013454,O-0006510,C-00607,SKU-0067,1,48.41,packs
LI-00013455,O-0006511,C-00607,SKU-0147,1,135.16,recovery
LI-00013456,O-0006512,C-00607,SKU-0075,2,47.82,packs
LI-00013457,O-0006512,C-00607,SKU-0061,1,36.27,packs
LI-00013458,O-0006512,C-00607,SKU-0066,1,56.48,packs
LI-00013459,O-0006513,C-00607,SKU-0152,1,101.45,recovery
LI-00013460,O-0006514,C-00607,SKU-0061,1,26.28,packs
LI-00013461,O-0006514,C-00607,SKU-0071,1,25.6,packs
LI-00013462,O-0006514,C-00607,SKU-0065,1,34.69,packs
LI-00013463,O-0006514,C-00607,SKU-0077,1,32.99,packs
LI-00013464,O-0006514,C-00607,SKU-0002,1,38.07,footwear
LI-00013465,O-0006515,C-00607,SKU-0075,1,149.77,packs
LI-00013466,O-0006516,C-00607,SKU-0125,1,59.25,accessories
LI-00013467,O-0006516,C-00607,SKU-0096,1,49.99,camp
LI-00013468,O-0006516,C-00607,SKU-0062,1,42.18,packs
LI-00013469,O-0006517,C-00607,SKU-0077,1,64.92,packs
LI-00013470,O-0006517,C-00607,SKU-0068,1,69.27,packs
LI-00013471,O-0006518,C-00607,SKU-0061,2,21.93,packs
LI-00013472,O-0006518,C-00607,SKU-0074,1,15.78,packs
LI-00013473,O-0006518,C-00607,SKU-0077,1,23.27,packs
LI-00013474,O-0006518,C-00607,SKU-0071,1,19.85,packs
LI-00013475,O-0006519,C-00607,SKU-0068,1,33.49,packs
LI-00013476,O-0006519,C-00607,SKU-0121,1,41.23,accessories
LI-00013477,O-0006519,C-00607,SKU-0133,1,30.25,accessories
LI-00013478,O-0006519,C-00607,SKU-0066,1,41.82,packs
LI-00013479,O-0006519,C-00607,SKU-0080,1,41.56,packs
LI-00013480,O-0006520,C-00607,SKU-0101,1,54.33,hydration
LI-00013481,O-0006520,C-00607,SKU-0079,2,73.7,packs
LI-00013482,O-0006520,C-00607,SKU-0071,1,53.23,packs
LI-00013483,O-0006521,C-00607,SKU-0001,1,47.55,footwear
LI-00013484,O-0006521,C-00607,SKU-0070,1,55.06,packs
LI-00013485,O-0006521,C-00607,SKU-0080,1,57.62,packs
LI-00013486,O-0006522,C-00608,SKU-0089,2,47.76,camp
LI-00013487,O-0006523,C-00608,SKU-0029,1,60.85,jackets
LI-00013488,O-0006524,C-00608,SKU-0091,1,52.85,camp
LI-00013489,O-0006525,C-00608,SKU-0023,1,51.97,jackets
LI-00013490,O-0006526,C-00608,SKU-0024,1,42.97,jackets
LI-00013491,O-0006526,C-00608,SKU-0030,2,37.82,jackets
LI-00013492,O-0006527,C-00609,SKU-0029,1,132.23,jackets
LI-00013493,O-0006528,C-00609,SKU-0045,2,63.97,apparel
LI-00013494,O-0006528,C-00609,SKU-0010,1,55.38,footwear
LI-00013495,O-0006528,C-00609,SKU-0081,1,71.23,camp
LI-00013496,O-0006529,C-00609,SKU-0052,1,105.2,apparel
LI-00013497,O-0006529,C-00609,SKU-0107,1,75.71,hydration
LI-00013498,O-0006530,C-00609,SKU-0057,1,49.16,apparel
LI-00013499,O-0006530,C-00609,SKU-0043,1,58.6,apparel
LI-00013500,O-0006530,C-00609,SKU-0100,1,47.05,camp
LI-00013501,O-0006531,C-00609,SKU-0053,2,64.31,apparel
LI-00013502,O-0006531,C-00609,SKU-0082,1,42.94,camp
LI-00013503,O-0006531,C-00609,SKU-0057,1,55.01,apparel
LI-00013504,O-0006531,C-00609,SKU-0054,1,59.22,apparel
LI-00013505,O-0006532,C-00609,SKU-0054,1,137.94,apparel
LI-00013506,O-0006533,C-00609,SKU-0042,1,55.81,apparel
LI-00013507,O-0006533,C-00609,SKU-0012,1,56.22,footwear
LI-00013508,O-0006533,C-00609,SKU-0059,1,49.03,apparel
LI-00013509,O-0006534,C-00609,SKU-0047,2,55.88,apparel
LI-00013510,O-0006534,C-00609,SKU-0110,1,51.5,hydration
LI-00013511,O-0006534,C-00609,SKU-0060,1,47.37,apparel
LI-00013512,O-0006534,C-00609,SKU-0044,1,57.01,apparel
LI-00013513,O-0006535,C-00609,SKU-0052,1,64.29,apparel
LI-00013514,O-0006535,C-00609,SKU-0048,1,71.56,apparel
LI-00013515,O-0006536,C-00609,SKU-0044,1,41.86,apparel
LI-00013516,O-0006536,C-00609,SKU-0060,1,49.04,apparel
LI-00013517,O-0006536,C-00609,SKU-0047,1,45.31,apparel
LI-00013518,O-0006536,C-00609,SKU-0051,2,56.49,apparel
LI-00013519,O-0006536,C-00609,SKU-0049,1,44.61,apparel
LI-00013520,O-0006537,C-00609,SKU-0058,1,99.4,apparel
LI-00013521,O-0006537,C-00609,SKU-0055,1,93.45,apparel
LI-00013522,O-0006538,C-00609,SKU-0058,1,100.27,apparel
LI-00013523,O-0006538,C-00609,SKU-0118,1,73.29,hydration
LI-00013524,O-0006539,C-00609,SKU-0043,1,46.8,apparel
LI-00013525,O-0006539,C-00609,SKU-0136,1,42.17,accessories
LI-00013526,O-0006539,C-00609,SKU-0111,1,53.52,hydration
LI-00013527,O-0006539,C-00609,SKU-0040,2,42.82,jackets
LI-00013528,O-0006540,C-00609,SKU-0059,1,43.63,apparel
LI-00013529,O-0006540,C-00609,SKU-0060,1,48.61,apparel
LI-00013530,O-0006540,C-00609,SKU-0052,1,48.86,apparel
LI-00013531,O-0006541,C-00609,SKU-0120,1,49.57,hydration
LI-00013532,O-0006541,C-00609,SKU-0112,1,65.65,hydration
LI-00013533,O-0006541,C-00609,SKU-0095,1,54.06,camp
LI-00013534,O-0006541,C-00609,SKU-0048,1,52.78,apparel
LI-00013535,O-0006542,C-00609,SKU-0041,1,70.33,apparel
LI-00013536,O-0006542,C-00609,SKU-0050,1,79.86,apparel
LI-00013537,O-0006543,C-00609,SKU-0056,2,48.18,apparel
LI-00013538,O-0006543,C-00609,SKU-0044,1,30.84,apparel
LI-00013539,O-0006543,C-00609,SKU-0048,1,42.99,apparel
LI-00013540,O-0006543,C-00609,SKU-0045,1,34.49,apparel
LI-00013541,O-0006544,C-00609,SKU-0041,1,96.78,apparel
LI-00013542,O-0006544,C-00609,SKU-0048,2,107.33,apparel
LI-00013543,O-0006545,C-00609,SKU-0060,1,66.32,apparel
LI-00013544,O-0006545,C-00609,SKU-0056,1,74.19,apparel
LI-00013545,O-0006545,C-00609,SKU-0113,1,54.59,hydration
LI-00013546,O-0006546,C-00609,SKU-0150,1,152.41,recovery
LI-00013547,O-0006547,C-00610,SKU-0097,1,115.78,camp
LI-00013548,O-0006548,C-00610,SKU-0099,1,91.71,camp
LI-00013549,O-0006549,C-00610,SKU-0151,1,49.83,recovery
LI-00013550,O-0006549,C-00610,SKU-0084,1,42.73,camp
LI-00013551,O-0006550,C-00610,SKU-0124,1,73.32,accessories
LI-00013552,O-0006551,C-00610,SKU-0094,1,116.06,camp
LI-00013553,O-0006552,C-00610,SKU-0087,1,35.57,camp
LI-00013554,O-0006552,C-00610,SKU-0083,1,35.7,camp
LI-00013555,O-0006552,C-00610,SKU-0145,1,29.22,recovery
LI-00013556,O-0006552,C-00610,SKU-0039,1,26.54,jackets
LI-00013557,O-0006553,C-00610,SKU-0083,1,65.39,camp
LI-00013558,O-0006553,C-00610,SKU-0082,1,42.01,camp
LI-00013559,O-0006554,C-00610,SKU-0099,1,109.38,camp
LI-00013560,O-0006555,C-00610,SKU-0082,1,59.3,camp
LI-00013561,O-0006556,C-00610,SKU-0084,1,75.23,camp
LI-00013562,O-0006557,C-00610,SKU-0143,1,55.9,recovery
LI-00013563,O-0006557,C-00610,SKU-0097,1,35.68,camp
LI-00013564,O-0006558,C-00610,SKU-0100,1,41.99,camp
LI-00013565,O-0006558,C-00610,SKU-0086,2,37.59,camp
LI-00013566,O-0006559,C-00610,SKU-0091,2,84.06,camp
LI-00013567,O-0006560,C-00610,SKU-0126,1,54.21,accessories
LI-00013568,O-0006560,C-00610,SKU-0103,2,51.19,hydration
LI-00013569,O-0006561,C-00610,SKU-0083,1,41.9,camp
LI-00013570,O-0006561,C-00610,SKU-0081,1,30.56,camp
LI-00013571,O-0006562,C-00610,SKU-0092,1,39.08,camp
LI-00013572,O-0006562,C-00610,SKU-0082,1,46.63,camp
LI-00013573,O-0006563,C-00610,SKU-0086,1,67.29,camp
LI-00013574,O-0006564,C-00611,SKU-0101,1,26.96,hydration
LI-00013575,O-0006564,C-00611,SKU-0073,1,31.41,packs
LI-00013576,O-0006565,C-00611,SKU-0068,1,40.47,packs
LI-00013577,O-0006565,C-00611,SKU-0069,1,33.93,packs
LI-00013578,O-0006566,C-00612,SKU-0128,1,86.68,accessories
LI-00013579,O-0006567,C-00612,SKU-0126,1,44.73,accessories
LI-00013580,O-0006567,C-00612,SKU-0129,2,36.86,accessories
LI-00013581,O-0006568,C-00612,SKU-0124,1,83.59,accessories
LI-00013582,O-0006569,C-00612,SKU-0135,1,45.03,accessories
LI-00013583,O-0006569,C-00612,SKU-0129,1,39.3,accessories
LI-00013584,O-0006570,C-00612,SKU-0100,1,28.8,camp
LI-00013585,O-0006570,C-00612,SKU-0135,1,33.95,accessories
LI-00013586,O-0006570,C-00612,SKU-0132,1,33.38,accessories
LI-00013587,O-0006571,C-00613,SKU-0024,1,85.17,jackets
LI-00013588,O-0006572,C-00613,SKU-0119,1,41.65,hydration
LI-00013589,O-0006573,C-00613,SKU-0106,1,81.55,hydration
LI-00013590,O-0006574,C-00613,SKU-0107,1,81.84,hydration
LI-00013591,O-0006575,C-00613,SKU-0119,2,41.29,hydration
LI-00013592,O-0006575,C-00613,SKU-0049,1,41.44,apparel
LI-00013593,O-0006576,C-00614,SKU-0160,1,63.69,recovery
LI-00013594,O-0006576,C-00614,SKU-0141,1,44.41,recovery
LI-00013595,O-0006576,C-00614,SKU-0150,1,47.93,recovery
LI-00013596,O-0006577,C-00614,SKU-0153,1,53.71,recovery
LI-00013597,O-0006577,C-00614,SKU-0050,1,60.12,apparel
LI-00013598,O-0006577,C-00614,SKU-0028,1,41.85,jackets
LI-00013599,O-0006578,C-00614,SKU-0154,2,77.86,recovery
LI-00013600,O-0006578,C-00614,SKU-0158,1,85.17,recovery
LI-00013601,O-0006579,C-00614,SKU-0159,1,37.09,recovery
LI-00013602,O-0006579,C-00614,SKU-0154,1,36.78,recovery
LI-00013603,O-0006579,C-00614,SKU-0150,1,24.8,recovery
LI-00013604,O-0006580,C-00614,SKU-0060,1,47.47,apparel
LI-00013605,O-0006580,C-00614,SKU-0152,1,49.94,recovery
LI-00013606,O-0006580,C-00614,SKU-0145,1,48.37,recovery
LI-00013607,O-0006581,C-00614,SKU-0144,1,58.47,recovery
LI-00013608,O-0006581,C-00614,SKU-0148,1,49.16,recovery
LI-00013609,O-0006581,C-00614,SKU-0151,1,52.83,recovery
LI-00013610,O-0006582,C-00614,SKU-0156,1,44.67,recovery
LI-00013611,O-0006582,C-00614,SKU-0024,1,63.43,jackets
LI-00013612,O-0006583,C-00614,SKU-0155,2,37.41,recovery
LI-00013613,O-0006583,C-00614,SKU-0144,1,36.28,recovery
LI-00013614,O-0006583,C-00614,SKU-0145,1,58.34,recovery
LI-00013615,O-0006584,C-00614,SKU-0145,2,60.5,recovery
LI-00013616,O-0006584,C-00614,SKU-0157,1,64.25,recovery
LI-00013617,O-0006584,C-00614,SKU-0094,1,60.3,camp
LI-00013618,O-0006585,C-00614,SKU-0141,1,58.33,recovery
LI-00013619,O-0006585,C-00614,SKU-0148,1,49.51,recovery
LI-00013620,O-0006585,C-00614,SKU-0041,1,34.67,apparel
LI-00013621,O-0006586,C-00614,SKU-0158,1,67.17,recovery
LI-00013622,O-0006586,C-00614,SKU-0149,1,52.52,recovery
LI-00013623,O-0006587,C-00614,SKU-0090,1,33.66,camp
LI-00013624,O-0006587,C-00614,SKU-0155,1,49.9,recovery
LI-00013625,O-0006588,C-00614,SKU-0149,1,41.8,recovery
LI-00013626,O-0006588,C-00614,SKU-0150,1,37.71,recovery
LI-00013627,O-0006588,C-00614,SKU-0036,1,32.9,jackets
LI-00013628,O-0006588,C-00614,SKU-0155,1,34.77,recovery
LI-00013629,O-0006589,C-00614,SKU-0027,1,40.35,jackets
LI-00013630,O-0006589,C-00614,SKU-0160,1,48.64,recovery
LI-00013631,O-0006589,C-00614,SKU-0154,1,37.12,recovery
LI-00013632,O-0006590,C-00614,SKU-0146,1,43.14,recovery
LI-00013633,O-0006590,C-00614,SKU-0025,1,49.47,jackets
LI-00013634,O-0006590,C-00614,SKU-0147,1,63.21,recovery
LI-00013635,O-0006591,C-00614,SKU-0139,1,29.08,accessories
LI-00013636,O-0006591,C-00614,SKU-0155,1,31.84,recovery
LI-00013637,O-0006591,C-00614,SKU-0157,2,26.17,recovery
LI-00013638,O-0006591,C-00614,SKU-0150,1,27.41,recovery
LI-00013639,O-0006592,C-00614,SKU-0020,1,132.09,footwear
LI-00013640,O-0006593,C-00614,SKU-0100,1,76.23,camp
LI-00013641,O-0006594,C-00615,SKU-0071,1,50.1,packs
LI-00013642,O-0006595,C-00615,SKU-0129,1,65.39,accessories
LI-00013643,O-0006596,C-00616,SKU-0027,1,41.67,jackets
LI-00013644,O-0006596,C-00616,SKU-0039,1,39.32,jackets
LI-00013645,O-0006596,C-00616,SKU-0138,1,33.6,accessories
LI-00013646,O-0006597,C-00616,SKU-0093,1,75.44,camp
LI-00013647,O-0006598,C-00616,SKU-0025,2,86.29,jackets
LI-00013648,O-0006599,C-00616,SKU-0024,1,36.77,jackets
LI-00013649,O-0006599,C-00616,SKU-0027,1,43.71,jackets
LI-00013650,O-0006600,C-00616,SKU-0028,1,96.33,jackets
LI-00013651,O-0006601,C-00616,SKU-0035,1,36.77,jackets
LI-00013652,O-0006601,C-00616,SKU-0030,1,46.22,jackets
LI-00013653,O-0006602,C-00617,SKU-0032,1,47.34,jackets
LI-00013654,O-0006602,C-00617,SKU-0103,1,45.05,hydration
LI-00013655,O-0006602,C-00617,SKU-0107,1,40.4,hydration
LI-00013656,O-0006603,C-00617,SKU-0094,1,58.91,camp
LI-00013657,O-0006603,C-00617,SKU-0114,1,54.14,hydration
LI-00013658,O-0006604,C-00617,SKU-0101,1,86.45,hydration
LI-00013659,O-0006605,C-00617,SKU-0116,1,96.27,hydration
LI-00013660,O-0006606,C-00617,SKU-0113,1,73.19,hydration
LI-00013661,O-0006606,C-00617,SKU-0101,1,73.29,hydration
LI-00013662,O-0006607,C-00617,SKU-0110,1,41.59,hydration
LI-00013663,O-0006607,C-00617,SKU-0087,1,62.51,camp
LI-00013664,O-0006608,C-00617,SKU-0101,1,56.73,hydration
LI-00013665,O-0006608,C-00617,SKU-0106,1,51.41,hydration
LI-00013666,O-0006609,C-00617,SKU-0106,1,37.24,hydration
LI-00013667,O-0006609,C-00617,SKU-0114,1,23.75,hydration
LI-00013668,O-0006609,C-00617,SKU-0120,1,37.03,hydration
LI-00013669,O-0006610,C-00617,SKU-0120,1,30.25,hydration
LI-00013670,O-0006610,C-00617,SKU-0103,2,48.98,hydration
LI-00013671,O-0006610,C-00617,SKU-0105,1,38.32,hydration
LI-00013672,O-0006610,C-00617,SKU-0118,1,31.38,hydration
LI-00013673,O-0006611,C-00617,SKU-0138,1,43.44,accessories
LI-00013674,O-0006611,C-00617,SKU-0107,1,56.48,hydration
LI-00013675,O-0006611,C-00617,SKU-0066,1,56.23,packs
LI-00013676,O-0006612,C-00617,SKU-0108,1,46.58,hydration
LI-00013677,O-0006612,C-00617,SKU-0102,1,43.06,hydration
LI-00013678,O-0006613,C-00617,SKU-0137,2,85.51,accessories
LI-00013679,O-0006614,C-00617,SKU-0113,1,41.74,hydration
LI-00013680,O-0006614,C-00617,SKU-0084,1,50.82,camp
LI-00013681,O-0006615,C-00617,SKU-0102,1,57.15,hydration
LI-00013682,O-0006615,C-00617,SKU-0106,1,47.8,hydration
LI-00013683,O-0006616,C-00617,SKU-0115,1,36.04,hydration
LI-00013684,O-0006616,C-00617,SKU-0083,1,40.09,camp
LI-00013685,O-0006616,C-00617,SKU-0120,1,42.29,hydration
LI-00013686,O-0006616,C-00617,SKU-0102,1,37.69,hydration
LI-00013687,O-0006617,C-00617,SKU-0115,1,118.94,hydration
LI-00013688,O-0006618,C-00617,SKU-0091,1,51.41,camp
LI-00013689,O-0006618,C-00617,SKU-0102,1,51.34,hydration
LI-00013690,O-0006619,C-00617,SKU-0112,1,87.33,hydration
LI-00013691,O-0006620,C-00617,SKU-0104,1,107.77,hydration
LI-00013692,O-0006621,C-00617,SKU-0118,1,109.79,hydration
LI-00013693,O-0006622,C-00618,SKU-0097,1,44.56,camp
LI-00013694,O-0006623,C-00619,SKU-0134,1,38.2,accessories
LI-00013695,O-0006624,C-00619,SKU-0117,1,77.94,hydration
LI-00013696,O-0006625,C-00619,SKU-0015,1,43.94,footwear
LI-00013697,O-0006626,C-00619,SKU-0092,1,62.12,camp
LI-00013698,O-0006626,C-00619,SKU-0112,1,67.26,hydration
LI-00013699,O-0006627,C-00619,SKU-0041,1,56.43,apparel
LI-00013700,O-0006627,C-00619,SKU-0114,1,48.65,hydration
LI-00013701,O-0006628,C-00619,SKU-0095,1,58.76,camp
LI-00013702,O-0006629,C-00619,SKU-0053,1,39.83,apparel
LI-00013703,O-0006629,C-00619,SKU-0108,2,50.21,hydration
LI-00013704,O-0006630,C-00619,SKU-0062,1,84.17,packs
LI-00013705,O-0006631,C-00619,SKU-0111,1,39.79,hydration
LI-00013706,O-0006631,C-00619,SKU-0115,1,54.26,hydration
LI-00013707,O-0006632,C-00620,SKU-0134,1,60.87,accessories
LI-00013708,O-0006632,C-00620,SKU-0135,1,41.41,accessories
LI-00013709,O-0006633,C-00620,SKU-0137,1,34.59,accessories
LI-00013710,O-0006633,C-00620,SKU-0124,1,23.95,accessories
LI-00013711,O-0006633,C-00620,SKU-0120,1,29.44,hydration
LI-00013712,O-0006634,C-00620,SKU-0126,1,24.83,accessories
LI-00013713,O-0006634,C-00620,SKU-0121,1,24.49,accessories
LI-00013714,O-0006634,C-00620,SKU-0137,2,29.37,accessories
LI-00013715,O-0006635,C-00621,SKU-0158,1,89.63,recovery
LI-00013716,O-0006635,C-00621,SKU-0160,1,57.53,recovery
LI-00013717,O-0006636,C-00621,SKU-0144,1,39.73,recovery
LI-00013718,O-0006636,C-00621,SKU-0147,1,38.41,recovery
LI-00013719,O-0006636,C-00621,SKU-0154,1,37.81,recovery
LI-00013720,O-0006636,C-00621,SKU-0153,1,33.11,recovery
LI-00013721,O-0006636,C-00621,SKU-0151,1,34.34,recovery
LI-00013722,O-0006637,C-00621,SKU-0159,1,25.46,recovery
LI-00013723,O-0006637,C-00621,SKU-0138,1,31.02,accessories
LI-00013724,O-0006637,C-00621,SKU-0157,1,27.3,recovery
LI-00013725,O-0006638,C-00621,SKU-0158,1,46.49,recovery
LI-00013726,O-0006638,C-00621,SKU-0160,1,42.2,recovery
LI-00013727,O-0006638,C-00621,SKU-0007,1,58.19,footwear
LI-00013728,O-0006639,C-00621,SKU-0144,1,128.25,recovery
LI-00013729,O-0006640,C-00621,SKU-0005,2,49.3,footwear
LI-00013730,O-0006640,C-00621,SKU-0082,1,55.91,camp
LI-00013731,O-0006641,C-00621,SKU-0144,1,86.53,recovery
LI-00013732,O-0006641,C-00621,SKU-0048,1,93.4,apparel
LI-00013733,O-0006642,C-00621,SKU-0147,1,122.32,recovery
LI-00013734,O-0006643,C-00621,SKU-0146,1,64.1,recovery
LI-00013735,O-0006643,C-00621,SKU-0157,2,76.76,recovery
LI-00013736,O-0006644,C-00621,SKU-0143,1,34.48,recovery
LI-00013737,O-0006644,C-00621,SKU-0153,1,45.39,recovery
LI-00013738,O-0006644,C-00621,SKU-0144,1,38.17,recovery
LI-00013739,O-0006644,C-00621,SKU-0142,1,29.1,recovery
LI-00013740,O-0006645,C-00621,SKU-0043,1,37.37,apparel
LI-00013741,O-0006645,C-00621,SKU-0059,1,35.97,apparel
LI-00013742,O-0006645,C-00621,SKU-0141,2,37.9,recovery
LI-00013743,O-0006646,C-00621,SKU-0111,1,76.42,hydration
LI-00013744,O-0006646,C-00621,SKU-0160,1,81.67,recovery
LI-00013745,O-0006647,C-00622,SKU-0141,1,51.29,recovery
LI-00013746,O-0006647,C-00622,SKU-0058,1,36.03,apparel
LI-00013747,O-0006648,C-00622,SKU-0052,2,51.8,apparel
LI-00013748,O-0006648,C-00622,SKU-0053,1,60.48,apparel
LI-00013749,O-0006649,C-00622,SKU-0073,2,25.82,packs
LI-00013750,O-0006649,C-00622,SKU-0053,1,27.91,apparel
LI-00013751,O-0006649,C-00622,SKU-0146,1,36.35,recovery
LI-00013752,O-0006650,C-00622,SKU-0041,1,62.6,apparel
LI-00013753,O-0006651,C-00622,SKU-0084,1,43.93,camp
LI-00013754,O-0006652,C-00622,SKU-0049,1,68.85,apparel
LI-00013755,O-0006653,C-00622,SKU-0063,1,91.12,packs
LI-00013756,O-0006654,C-00622,SKU-0052,1,31.45,apparel
LI-00013757,O-0006654,C-00622,SKU-0037,1,39.69,jackets
LI-00013758,O-0006654,C-00622,SKU-0057,1,28.99,apparel
LI-00013759,O-0006655,C-00622,SKU-0056,1,91.37,apparel
LI-00013760,O-0006656,C-00622,SKU-0046,1,41.76,apparel
LI-00013761,O-0006656,C-00622,SKU-0051,1,38.53,apparel
LI-00013762,O-0006657,C-00622,SKU-0053,1,32.6,apparel
LI-00013763,O-0006657,C-00622,SKU-0045,1,22.04,apparel
LI-00013764,O-0006658,C-00622,SKU-0049,1,52.06,apparel
LI-00013765,O-0006658,C-00622,SKU-0059,1,39.12,apparel
LI-00013766,O-0006659,C-00622,SKU-0043,1,38.31,apparel
LI-00013767,O-0006659,C-00622,SKU-0042,1,24.89,apparel
LI-00013768,O-0006659,C-00622,SKU-0041,1,25.18,apparel
LI-00013769,O-0006660,C-00623,SKU-0099,2,80.03,camp
LI-00013770,O-0006660,C-00623,SKU-0046,1,62.44,apparel
LI-00013771,O-0006661,C-00623,SKU-0050,1,63.89,apparel
LI-00013772,O-0006661,C-00623,SKU-0119,1,47.97,hydration
LI-00013773,O-0006661,C-00623,SKU-0047,1,49.38,apparel
LI-00013774,O-0006661,C-00623,SKU-0060,1,35.95,apparel
LI-00013775,O-0006662,C-00623,SKU-0041,2,54.95,apparel
LI-00013776,O-0006662,C-00623,SKU-0059,2,34.46,apparel
LI-00013777,O-0006662,C-00623,SKU-0120,1,37.9,hydration
LI-00013778,O-0006662,C-00623,SKU-0043,1,56.94,apparel
LI-00013779,O-0006662,C-00623,SKU-0052,1,55.48,apparel
LI-00013780,O-0006663,C-00623,SKU-0051,1,61.07,apparel
LI-00013781,O-0006663,C-00623,SKU-0060,1,44.94,apparel
LI-00013782,O-0006663,C-00623,SKU-0052,2,39.28,apparel
LI-00013783,O-0006663,C-00623,SKU-0065,1,44.99,packs
LI-00013784,O-0006663,C-00623,SKU-0042,2,48.26,apparel
LI-00013785,O-0006664,C-00623,SKU-0057,1,60.78,apparel
LI-00013786,O-0006664,C-00623,SKU-0102,1,59.78,hydration
LI-00013787,O-0006664,C-00623,SKU-0052,1,58.68,apparel
LI-00013788,O-0006665,C-00623,SKU-0047,1,48.29,apparel
LI-00013789,O-0006665,C-00623,SKU-0090,1,37.91,camp
LI-00013790,O-0006665,C-00623,SKU-0059,1,39.14,apparel
LI-00013791,O-0006665,C-00623,SKU-0054,1,49.76,apparel
LI-00013792,O-0006666,C-00623,SKU-0044,1,44.02,apparel
LI-00013793,O-0006666,C-00623,SKU-0054,2,58.36,apparel
LI-00013794,O-0006666,C-00623,SKU-0073,1,59.6,packs
LI-00013795,O-0006666,C-00623,SKU-0043,1,35.51,apparel
LI-00013796,O-0006667,C-00623,SKU-0044,2,140.82,apparel
LI-00013797,O-0006668,C-00623,SKU-0052,2,127.09,apparel
LI-00013798,O-0006669,C-00623,SKU-0117,1,106.72,hydration
LI-00013799,O-0006669,C-00623,SKU-0044,1,100.2,apparel
LI-00013800,O-0006670,C-00623,SKU-0047,2,75.13,apparel
LI-00013801,O-0006670,C-00623,SKU-0052,1,75.41,apparel
LI-00013802,O-0006671,C-00623,SKU-0048,1,60.82,apparel
LI-00013803,O-0006671,C-00623,SKU-0049,1,56.78,apparel
LI-00013804,O-0006672,C-00623,SKU-0051,1,70.05,apparel
LI-00013805,O-0006672,C-00623,SKU-0054,1,66.75,apparel
LI-00013806,O-0006672,C-00623,SKU-0044,1,68.6,apparel
LI-00013807,O-0006673,C-00623,SKU-0118,1,44.52,hydration
LI-00013808,O-0006673,C-00623,SKU-0059,1,36.98,apparel
LI-00013809,O-0006673,C-00623,SKU-0045,1,50.3,apparel
LI-00013810,O-0006673,C-00623,SKU-0054,1,35.69,apparel
LI-00013811,O-0006674,C-00623,SKU-0053,1,174.23,apparel
LI-00013812,O-0006675,C-00623,SKU-0067,1,41.05,packs
LI-00013813,O-0006675,C-00623,SKU-0042,1,55,apparel
LI-00013814,O-0006675,C-00623,SKU-0020,1,36.84,footwear
LI-00013815,O-0006675,C-00623,SKU-0050,1,52.83,apparel
LI-00013816,O-0006676,C-00623,SKU-0053,1,49.63,apparel
LI-00013817,O-0006676,C-00623,SKU-0054,1,69.95,apparel
LI-00013818,O-0006676,C-00623,SKU-0045,1,56.31,apparel
LI-00013819,O-0006677,C-00623,SKU-0046,1,74.76,apparel
LI-00013820,O-0006677,C-00623,SKU-0041,2,86.34,apparel
LI-00013821,O-0006678,C-00623,SKU-0051,1,171.76,apparel
LI-00013822,O-0006679,C-00623,SKU-0056,1,42.4,apparel
LI-00013823,O-0006679,C-00623,SKU-0041,1,39.16,apparel
LI-00013824,O-0006679,C-00623,SKU-0046,1,36.97,apparel
LI-00013825,O-0006679,C-00623,SKU-0047,2,41.82,apparel
LI-00013826,O-0006679,C-00623,SKU-0051,1,30.65,apparel
LI-00013827,O-0006680,C-00623,SKU-0055,1,43.48,apparel
LI-00013828,O-0006680,C-00623,SKU-0060,1,65.84,apparel
LI-00013829,O-0006680,C-00623,SKU-0052,1,44.29,apparel
LI-00013830,O-0006680,C-00623,SKU-0041,2,68.74,apparel
LI-00013831,O-0006681,C-00623,SKU-0105,1,174.01,hydration
LI-00013832,O-0006682,C-00623,SKU-0050,1,63,apparel
LI-00013833,O-0006682,C-00623,SKU-0080,1,53.33,packs
LI-00013834,O-0006682,C-00623,SKU-0045,1,53.52,apparel
LI-00013835,O-0006683,C-00623,SKU-0041,1,47.38,apparel
LI-00013836,O-0006683,C-00623,SKU-0047,1,44.45,apparel
LI-00013837,O-0006683,C-00623,SKU-0071,2,31.61,packs
LI-00013838,O-0006683,C-00623,SKU-0059,1,35.11,apparel
LI-00013839,O-0006684,C-00623,SKU-0047,1,42.74,apparel
LI-00013840,O-0006684,C-00623,SKU-0048,1,35.1,apparel
LI-00013841,O-0006684,C-00623,SKU-0050,1,40.6,apparel
LI-00013842,O-0006684,C-00623,SKU-0059,1,37.43,apparel
LI-00013843,O-0006685,C-00623,SKU-0045,1,65.03,apparel
LI-00013844,O-0006685,C-00623,SKU-0054,1,86.53,apparel
LI-00013845,O-0006686,C-00623,SKU-0059,2,108.33,apparel
LI-00013846,O-0006687,C-00623,SKU-0042,1,63.97,apparel
LI-00013847,O-0006687,C-00623,SKU-0045,2,57.59,apparel
LI-00013848,O-0006688,C-00623,SKU-0058,1,32.92,apparel
LI-00013849,O-0006688,C-00623,SKU-0056,1,50.42,apparel
LI-00013850,O-0006688,C-00623,SKU-0054,1,44.86,apparel
LI-00013851,O-0006688,C-00623,SKU-0044,1,42.21,apparel
LI-00013852,O-0006688,C-00623,SKU-0059,1,33.12,apparel
LI-00013853,O-0006689,C-00624,SKU-0136,1,41.31,accessories
