date,units_sold,orders,revenue,avg_price,promotion,holiday,temperature,day_of_week
2025-10-13,103,65,12512.44,121.48,0,0,31.5,1
2025-10-14,109,70,13481.12,123.68,0,0,28.1,2
2025-10-15,117,74,14117.22,120.66,0,0,29.3,3
2025-10-16,110,75,12978.9,117.99,0,0,35.7,4
2025-10-17,141,90,16908.72,119.92,0,0,26.2,5
2025-10-18,148,97,18032.32,121.84,0,0,28.4,6
2025-10-19,133,85,16470.72,123.84,0,0,29,0
2025-10-20,109,68,13150.85,120.65,0,0,28.4,1
2025-10-21,106,68,12913.98,121.83,0,0,26.4,2
2025-10-22,118,75,13965.3,118.35,0,0,30.2,3
2025-10-23,125,74,14472.5,115.78,0,0,28.5,4
2025-10-24,168,109,18454.8,109.85,1,0,30.3,5
2025-10-25,157,102,18552.69,118.17,0,0,28.6,6
2025-10-26,148,94,17339.68,117.16,0,0,29.8,0
2025-10-27,111,69,12967.02,116.82,0,0,30.4,1
2025-10-28,116,74,13524.44,116.59,0,0,27.2,2
2025-10-29,122,78,14204.46,116.43,0,0,27.6,3
2025-10-30,126,81,14942.34,118.59,0,0,29.1,4
2025-10-31,134,85,15176.84,113.26,0,0,30.8,5
2025-11-01,168,105,19224.24,114.43,0,0,33.9,6
2025-11-02,145,93,16617,114.6,0,0,29.9,0
2025-11-03,107,67,12505.09,116.87,0,0,31.9,1
2025-11-04,116,74,13561.56,116.91,0,0,32.9,2
2025-11-05,103,69,11980.96,116.32,0,0,26.7,3
2025-11-06,118,78,13828.42,117.19,0,0,28.4,4
2025-11-07,174,114,18543.18,106.57,1,0,33.2,5
2025-11-08,158,99,18337.48,116.06,0,0,29.4,6
2025-11-09,142,90,16690.68,117.54,0,0,29.5,0
2025-11-10,97,61,11743.79,121.07,0,0,29.7,1
2025-11-11,123,81,14860.86,120.82,0,0,27.1,2
2025-11-12,116,73,13784.28,118.83,0,0,27.9,3
2025-11-13,117,75,13997.88,119.64,0,0,32.9,4
2025-11-14,139,88,16891.28,121.52,0,0,30.7,5
2025-11-15,168,107,19785.36,117.77,0,0,27.3,6
2025-11-16,150,97,18336,122.24,0,0,28.2,0
2025-11-17,145,97,16021.05,110.49,1,0,35.9,1
2025-11-18,154,98,16311.68,105.92,1,0,25.9,2
2025-11-19,173,112,18957.34,109.58,1,0,27.6,3
2025-11-20,176,111,19138.24,108.74,1,0,27.7,4
2025-11-21,130,83,15550.6,119.62,0,0,27.3,5
2025-11-22,163,105,19502.95,119.65,0,0,32.3,6
2025-11-23,188,122,21326.72,113.44,1,0,27.5,0
2025-11-24,152,96,17017.92,111.96,1,0,32.3,1
2025-11-25,150,96,16329,108.86,1,0,30.2,2
2025-11-26,165,105,17353.05,105.17,1,0,29.6,3
2025-11-27,161,98,17474.94,108.54,1,0,29.7,4
2025-11-28,187,117,20038.92,107.16,1,0,27.7,5
2025-11-29,209,132,22220.88,106.32,1,0,27.6,6
2025-11-30,196,126,20425.16,104.21,1,0,29.9,0
2025-12-01,109,66,12157.86,111.54,0,0,35.3,1
2025-12-02,113,72,12843.58,113.66,0,0,30,2
2025-12-03,116,74,13656.68,117.73,0,0,27.1,3
2025-12-04,131,84,15202.55,116.05,0,0,29.5,4
2025-12-05,143,93,16759.6,117.2,0,0,27.6,5
2025-12-06,166,105,19362.24,116.64,0,0,31.9,6
2025-12-07,158,98,18315.36,115.92,0,0,30.1,0
2025-12-08,110,71,13024,118.4,0,0,31.3,1
2025-12-09,107,68,12775.8,119.4,0,0,32.2,2
2025-12-10,120,75,14088,117.4,0,0,30.7,3
2025-12-11,129,84,15250.38,118.22,0,0,30.1,4
2025-12-12,126,81,15583.68,123.68,0,0,28,5
2025-12-13,165,105,18937.05,114.77,0,0,28,6
2025-12-14,154,100,18099.62,117.53,0,0,32.3,0
2025-12-15,108,72,12898.44,119.43,0,0,34.1,1
2025-12-16,104,67,12356.24,118.81,0,0,31.5,2
2025-12-17,116,75,14070.8,121.3,0,0,28.6,3
2025-12-18,119,74,14119.35,118.65,0,0,27.7,4
2025-12-19,132,83,15925.8,120.65,0,0,28.2,5
2025-12-20,179,114,20934.05,116.95,0,1,29.9,6
2025-12-21,171,111,20313.09,118.79,0,1,29.5,0
2025-12-22,132,86,15742.32,119.26,0,1,29.2,1
2025-12-23,138,90,15991.44,115.88,0,1,29.2,2
2025-12-24,141,89,16370.1,116.1,0,1,27.3,3
2025-12-25,142,91,16649.5,117.25,0,1,28.1,4
2025-12-26,193,122,21368.96,110.72,1,1,23.9,5
2025-12-27,178,116,21260.32,119.44,0,1,26.6,6
2025-12-28,180,117,21137.4,117.43,0,1,28.6,0
2025-12-29,133,83,15986.6,120.2,0,1,26.9,1
2025-12-30,134,88,15468.96,115.44,0,1,29.9,2
2025-12-31,139,89,16135.12,116.08,0,1,24.9,3
2026-01-01,141,92,16625.31,117.91,0,1,25.9,4
2026-01-02,154,96,17768.52,115.38,0,1,26.6,5
2026-01-03,179,113,20688.82,115.58,0,1,28.8,6
2026-01-04,153,98,17948.43,117.31,0,0,23.5,0
2026-01-05,107,69,12645.26,118.18,0,0,26.3,1
2026-01-06,99,63,11650.32,117.68,0,0,30.5,2
2026-01-07,103,65,12118.98,117.66,0,0,21.4,3
2026-01-08,122,79,14457,118.5,0,0,23.9,4
2026-01-09,147,95,17150.49,116.67,0,0,25.9,5
2026-01-10,195,122,21485.1,110.18,1,0,24.5,6
2026-01-11,188,123,21181.96,112.67,1,0,25.4,0
2026-01-12,144,90,15547.68,107.97,1,0,28.1,1
2026-01-13,145,91,15934.05,109.89,1,0,25.9,2
2026-01-14,152,95,16902.4,111.2,1,0,27.2,3
2026-01-15,160,102,17686.4,110.54,1,0,26.5,4
2026-01-16,126,77,15510.6,123.1,0,0,25.3,5
2026-01-17,148,96,18019,121.75,0,0,28.9,6
2026-01-18,153,97,18442.62,120.54,0,0,25.1,0
2026-01-19,105,67,12358.5,117.7,0,0,28,1
2026-01-20,112,71,13295.52,118.71,0,0,27.3,2
2026-01-21,115,74,14050.7,122.18,0,0,25,3
2026-01-22,164,107,18021.96,109.89,1,0,22.4,4
2026-01-23,118,74,14001.88,118.66,0,0,25.1,5
2026-01-24,151,96,18240.8,120.8,0,0,21.4,6
2026-01-25,132,85,15890.16,120.38,0,0,24.6,0
2026-01-26,102,64,11943.18,117.09,0,0,22.3,1
2026-01-27,109,71,12648.36,116.04,0,0,22.8,2
2026-01-28,122,79,14069.04,115.32,0,0,24.1,3
2026-01-29,121,78,13924.68,115.08,0,0,26,4
2026-01-30,125,84,14097.5,112.78,0,0,29.5,5
2026-01-31,141,88,16203.72,114.92,0,0,25.5,6
2026-02-01,133,86,15636.81,117.57,0,0,24.9,0
2026-02-02,101,62,12031.12,119.12,0,0,22.6,1
2026-02-03,105,70,11980.5,114.1,0,0,25.3,2
2026-02-04,111,71,12972.57,116.87,0,0,24.5,3
2026-02-05,114,69,13063.26,114.59,0,0,21.4,4
2026-02-06,156,103,17191.2,110.2,1,0,26.2,5
2026-02-07,141,89,16512.51,117.11,0,0,26,6
2026-02-08,139,90,16221.3,116.7,0,0,25.5,0
2026-02-09,99,64,11651.31,117.69,0,0,24.2,1
2026-02-10,102,69,12201.24,119.62,0,0,24.9,2
2026-02-11,105,68,12353.25,117.65,0,0,23.7,3
2026-02-12,113,75,13365.64,118.28,0,0,27.2,4
2026-02-13,128,80,15525.12,121.29,0,0,25.3,5
2026-02-14,143,90,17374.5,121.5,0,0,20.1,6
2026-02-15,135,89,16036.65,118.79,0,0,18,0
2026-02-16,143,94,16356.34,114.38,1,0,24.1,1
2026-02-17,89,58,10955.01,123.09,0,0,20.8,2
2026-02-18,107,70,13078.61,122.23,0,0,21.7,3
2026-02-19,111,70,13544.22,122.02,0,0,21.2,4
2026-02-20,118,78,14137.58,119.81,0,0,25,5
2026-02-21,188,121,20371.68,108.36,1,0,21.9,6
2026-02-22,139,87,16616.06,119.54,0,0,21,0
2026-02-23,139,92,15651.4,112.6,1,0,21.9,1
2026-02-24,95,61,11376.25,119.75,0,0,17.3,2
2026-02-25,104,68,12300.08,118.27,0,0,21,3
2026-02-26,112,70,13116.32,117.11,0,0,19.9,4
2026-02-27,119,77,13692.14,115.06,0,0,19.1,5
2026-02-28,143,90,16839.68,117.76,0,0,21.8,6
2026-03-01,133,82,15873.55,119.35,0,0,18.4,0
2026-03-02,99,64,11082.06,111.94,0,0,21.2,1
2026-03-03,101,61,11659.44,115.44,0,0,23.4,2
2026-03-04,105,65,12258.75,116.75,0,0,20.6,3
2026-03-05,105,69,12425.7,118.34,0,0,17.6,4
2026-03-06,115,75,13321.6,115.84,0,0,17.2,5
2026-03-07,136,88,15811.36,116.26,0,0,17.8,6
2026-03-08,132,85,15147,114.75,0,0,19.9,0
2026-03-09,126,82,13301.82,105.57,1,0,18.9,1
2026-03-10,138,90,14738.4,106.8,1,0,18.1,2
2026-03-11,141,88,15081.36,106.96,1,0,18.6,3
2026-03-12,150,95,16446,109.64,1,0,17.1,4
2026-03-13,125,82,14635,117.08,0,0,19.9,5
2026-03-14,140,86,16893.8,120.67,0,0,20.8,6
2026-03-15,166,107,18177,109.5,1,0,16.7,0
2026-03-16,91,58,11078.34,121.74,0,0,18.7,1
2026-03-17,104,67,12631.84,121.46,0,0,13.7,2
2026-03-18,95,59,11579.55,121.89,0,0,20.8,3
2026-03-19,113,72,13630.06,120.62,0,0,22.5,4
2026-03-20,109,71,13215.16,121.24,0,0,16.6,5
2026-03-21,135,89,16162.2,119.72,0,0,17.7,6
2026-03-22,163,108,18309.79,112.33,1,0,19.2,0
2026-03-23,84,53,10138.8,120.7,0,0,19.7,1
2026-03-24,102,66,11985,117.5,0,0,15.5,2
2026-03-25,99,63,12136.41,122.59,0,0,16.3,3
2026-03-26,97,62,11337.36,116.88,0,0,15.8,4
2026-03-27,118,74,14049.08,119.06,0,0,15.6,5
2026-03-28,127,83,15060.93,118.59,0,0,17.1,6
2026-03-29,123,82,14800.59,120.33,0,0,20,0
2026-03-30,86,57,9946.76,115.66,0,0,16.4,1
2026-03-31,88,56,10244.08,116.41,0,0,16.8,2
2026-04-01,100,64,11678,116.78,0,0,16,3
2026-04-02,105,67,12349.05,117.61,0,0,17.8,4
2026-04-03,148,97,15600.68,105.41,1,0,16.3,5
2026-04-04,132,81,15149.64,114.77,0,0,17.7,6
2026-04-05,126,83,14810.04,117.54,0,0,14.3,0
2026-04-06,80,52,9272.8,115.91,0,0,14.3,1
2026-04-07,114,73,13581.96,119.14,0,1,11.1,2
2026-04-08,127,83,14994.89,118.07,0,1,17.2,3
2026-04-09,124,77,14326.96,115.54,0,1,17.6,4
2026-04-10,126,80,14770.98,117.23,0,1,17.1,5
2026-04-11,134,89,15438.14,115.21,0,0,18.4,6
2026-04-12,117,73,13336.83,113.99,0,0,15.6,0
2026-04-13,86,56,10394.82,120.87,0,0,17.3,1
2026-04-14,90,55,10467.9,116.31,0,0,17,2
2026-04-15,89,55,10429.91,117.19,0,0,15.2,3
2026-04-16,95,62,11615.65,122.27,0,0,14,4
2026-04-17,102,63,12121.68,118.84,0,0,16.5,5
2026-04-18,120,77,14400,120,0,0,17.7,6
2026-04-19,104,68,12986.48,124.87,0,0,12.4,0
2026-04-20,79,51,9433.39,119.41,0,0,13.2,1
2026-04-21,93,61,11065.14,118.98,0,0,12.1,2
2026-04-22,101,64,12017.99,118.99,0,0,16.6,3
2026-04-23,100,62,11831,118.31,0,0,12.9,4
2026-04-24,104,68,12442.56,119.64,0,0,13.3,5
2026-04-25,120,75,14560.8,121.34,0,0,12.2,6
2026-04-26,114,74,13467.96,118.14,0,0,12.6,0
2026-04-27,98,62,11741.38,119.81,0,0,14.3,1
2026-04-28,93,62,10641.06,114.42,0,0,16.2,2
2026-04-29,95,59,11373.4,119.72,0,0,13.9,3
2026-04-30,135,86,14700.15,108.89,1,0,11.6,4
2026-05-01,110,67,12686.3,115.33,0,0,16.4,5
2026-05-02,175,112,18439.75,105.37,1,0,14.1,6
2026-05-03,119,75,14031.29,117.91,0,0,13.5,0
2026-05-04,130,87,14093.3,108.41,1,0,13.8,1
2026-05-05,122,78,13506.62,110.71,1,0,9.3,2
2026-05-06,131,82,14138.83,107.93,1,0,11.3,3
2026-05-07,137,92,14379.52,104.96,1,0,16.3,4
2026-05-08,107,70,12497.6,116.8,0,0,13.9,5
2026-05-09,125,80,14873.75,118.99,0,0,10.9,6
2026-05-10,111,70,13120.2,118.2,0,0,15,0
2026-05-11,126,81,13518.54,107.29,1,0,12.4,1
2026-05-12,92,58,10838.52,117.81,0,0,15.9,2
2026-05-13,90,55,10689.3,118.77,0,0,15.4,3
2026-05-14,93,59,10879.14,116.98,0,0,16.1,4
2026-05-15,113,72,13078.62,115.74,0,0,15.7,5
2026-05-16,126,81,15278.76,121.26,0,0,8.8,6
2026-05-17,117,74,14092.65,120.45,0,0,15.7,0
2026-05-18,88,55,10743.04,122.08,0,0,12.9,1
2026-05-19,83,53,9978.26,120.22,0,0,13.7,2
2026-05-20,93,61,11186.04,120.28,0,0,13.6,3
2026-05-21,94,63,11200.1,119.15,0,0,10.8,4
2026-05-22,103,71,12264.21,119.07,0,0,10.5,5
2026-05-23,130,83,15429.7,118.69,0,0,14.3,6
2026-05-24,120,79,14364,119.7,0,0,12.9,0
2026-05-25,82,50,10185.22,124.21,0,0,16.2,1
2026-05-26,85,53,10080.15,118.59,0,0,14.8,2
2026-05-27,86,57,10286.46,119.61,0,0,15.2,3
2026-05-28,104,67,12208.56,117.39,0,0,13.4,4
2026-05-29,107,67,12711.6,118.8,0,0,13.9,5
2026-05-30,128,83,14878.72,116.24,0,0,14.8,6
2026-05-31,122,78,14680.26,120.33,0,0,13.3,0
2026-06-01,93,62,10855.89,116.73,0,0,16.5,1
2026-06-02,95,59,11015.25,115.95,0,0,13.6,2
2026-06-03,97,63,11279.16,116.28,0,0,11.2,3
2026-06-04,101,67,11490.77,113.77,0,0,15.6,4
2026-06-05,113,71,12730.58,112.66,0,0,15.1,5
2026-06-06,130,82,15249,117.3,0,0,17.2,6
2026-06-07,122,80,13961.68,114.44,0,0,12.9,0
2026-06-08,94,62,10856.06,115.49,0,0,13.9,1
2026-06-09,102,69,11739.18,115.09,0,0,14.9,2
2026-06-10,91,59,10713.43,117.73,0,0,15.3,3
2026-06-11,98,62,11436.6,116.7,0,0,13.8,4
2026-06-12,116,77,13613.76,117.36,0,0,16.7,5
2026-06-13,129,80,14862.09,115.21,0,0,15.7,6
2026-06-14,108,70,13131.72,121.59,0,0,15.7,0
2026-06-15,96,65,11370.24,118.44,0,0,14,1
2026-06-16,88,58,10640.08,120.91,0,0,11.6,2
2026-06-17,93,59,10962.84,117.88,0,0,14.3,3
2026-06-18,99,61,12130.47,122.53,0,0,14.5,4
2026-06-19,145,97,16299.45,112.41,1,0,15,5
2026-06-20,131,86,15688.56,119.76,0,0,14.6,6
2026-06-21,158,99,17895.08,113.26,1,0,16.2,0
2026-06-22,120,79,13590,113.25,1,0,15.5,1
2026-06-23,96,60,11372.16,118.46,0,0,14.3,2
2026-06-24,86,55,10430.08,121.28,0,0,15.2,3
2026-06-25,90,57,10838.7,120.43,0,0,15.3,4
2026-06-26,119,77,14315.7,120.3,0,0,18.7,5
2026-06-27,122,78,14681.48,120.34,0,0,13.4,6
2026-06-28,122,80,14522.88,119.04,0,0,13.5,0
2026-06-29,133,85,14430.5,108.5,1,0,13.9,1
2026-06-30,135,87,14847.3,109.98,1,0,14,2
