customer_id,split,region,acquisition_channel,membership_tier,tenure_months,orders,spend,avg_basket,discount_share,return_rate,support_tickets,days_since_order,email_engagement,satisfaction_score,lifetime_value,category_affinities,recent_timeline,profile_summary,lifecycle_stage,price_sensitivity,purchase_cadence,churn_risk,next_best_action,evidence
C-00001,train,Western Australia,search,none,14,13,1123.49,86.42,0.217,0.127,1,39,0.534,8.5,1415.6,apparel|jackets|hydration,2026-05-22~$98~apparel+hydration~discount:0.16~returned:0|2026-04-17~$93~apparel~discount:0.18~returned:0|2026-03-17~$95~hydration+apparel~discount:0.17~returned:0|2026-02-14~$95~apparel+jackets~discount:0.23~returned:0|2026-01-12~$75~apparel+packs~discount:0.15~returned:0|2025-12-10~$94~footwear+apparel~discount:0.25~returned:1,active frequent shopper; strongest interest in apparel; medium price sensitivity; low churn risk,active,medium,frequent,low,Free shipping threshold reminder,days_since_order:39|orders:13|discount_share:0.217|return_rate:0.127|top_category:apparel
C-00233,train,New South Wales,retail-store,silver,26,19,2388.6,125.72,0.102,0.014,0,15,0.545,9.3,3296.27,camp|hydration|recovery,2026-06-13~$125~camp~discount:0.09~returned:0|2026-05-05~$110~camp+hydration~discount:0.17~returned:0|2026-03-27~$141~packs+camp~discount:0.07~returned:0|2026-02-12~$145~camp+recovery~discount:0.04~returned:0|2026-01-12~$108~hydration~discount:0.15~returned:0|2025-12-05~$117~camp~discount:0.21~returned:0,active frequent shopper; strongest interest in camp; low price sensitivity; low churn risk,active,low,frequent,low,Loyalty upgrade with category cross-sell,days_since_order:15|orders:19|discount_share:0.102|return_rate:0.014|top_category:camp
C-00234,train,Queensland,organic,none,12,3,240.27,80.09,0.267,0.082,1,27,0.672,9.5,297.93,camp,2026-06-01~$71~camp~discount:0.32~returned:0|2025-12-14~$76~camp~discount:0.26~returned:0|2025-07-02~$93~camp~discount:0.26~returned:0,new occasional shopper; strongest interest in camp; medium price sensitivity; low churn risk,new,medium,occasional,low,Second-purchase education sequence,days_since_order:27|orders:3|discount_share:0.267|return_rate:0.082|top_category:camp
C-00235,train,Victoria,retail-store,silver,24,18,2288.23,127.12,0.152,0.16,2,19,0.939,8.8,3111.99,hydration|footwear|jackets,2026-06-10~$138~hydration~discount:0.12~returned:0|2026-04-28~$141~hydration+jackets~discount:0.14~returned:0|2026-03-22~$138~hydration~discount:0.18~returned:0|2026-02-08~$133~accessories+camp+hydration~discount:0.16~returned:0|2026-01-01~$70~hydration~discount:0.2~returned:0|2025-11-16~$126~apparel~discount:0.14~returned:0,active frequent shopper; strongest interest in hydration; medium price sensitivity; low churn risk,active,medium,frequent,low,Loyalty upgrade with category cross-sell,days_since_order:19|orders:18|discount_share:0.152|return_rate:0.16|top_category:hydration
C-00236,train,New South Wales,search,silver,12,3,249.03,83.01,0.206,0.116,1,25,0.466,6.8,308.8,camp|footwear,2026-05-31~$87~camp~discount:0.19~returned:0|2025-12-18~$84~camp~discount:0.22~returned:0|2025-07-04~$77~camp+footwear~discount:0.24~returned:0,new occasional shopper; strongest interest in camp; medium price sensitivity; low churn risk,new,medium,occasional,low,Second-purchase education sequence,days_since_order:25|orders:3|discount_share:0.206|return_rate:0.116|top_category:camp
C-00237,train,Queensland,search,silver,26,8,638.1,79.76,0.22,0.047,1,32,0.536,8,880.58,jackets|recovery|hydration,2026-05-26~$103~jackets+apparel~discount:0.24~returned:0|2026-02-20~$73~jackets~discount:0.2~returned:0|2025-11-16~$70~jackets~discount:0.3~returned:0|2025-08-09~$69~jackets~discount:0.27~returned:0|2025-05-07~$81~jackets+camp~discount:0.18~returned:0|2025-02-03~$82~hydration~discount:0.23~returned:0,at-risk occasional shopper; strongest interest in jackets; medium price sensitivity; low churn risk,at-risk,medium,occasional,low,Free shipping threshold reminder,days_since_order:32|orders:8|discount_share:0.22|return_rate:0.047|top_category:jackets
C-00238,train,Victoria,referral,silver,2,2,168.89,84.44,0.188,0.105,2,26,0.714,8.4,192.53,footwear,2026-06-02~$87~footwear~discount:0.11~returned:0|2026-04-27~$82~footwear~discount:0.23~returned:0,new frequent shopper; strongest interest in footwear; medium price sensitivity; low churn risk,new,medium,frequent,low,Second-purchase education sequence,days_since_order:26|orders:2|discount_share:0.188|return_rate:0.105|top_category:footwear
C-00239,validation,Queensland,paid-social,none,23,7,543.32,77.62,0.303,0.118,3,179,0.177,4.7,733.48,packs|jackets|hydration,2026-01-01~$95~packs~discount:0.33~returned:0|2025-10-07~$61~packs~discount:0.35~returned:0|2025-07-15~$60~packs~discount:0.21~returned:0|2025-04-19~$102~packs+jackets~discount:0.3~returned:0|2025-01-23~$112~jackets~discount:0.25~returned:0|2024-10-31~$24~recovery~discount:0.25~returned:0,at-risk occasional shopper; strongest interest in packs; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:179|orders:7|discount_share:0.303|return_rate:0.118|top_category:packs
C-00240,test,Queensland,organic,bronze,33,5,306.71,61.34,0.274,0.115,5,129,0.047,5.8,444.73,accessories|hydration,2026-02-18~$71~accessories~discount:0.24~returned:0|2025-09-28~$63~accessories~discount:0.33~returned:0|2025-05-10~$64~accessories~discount:0.27~returned:1|2024-12-18~$53~accessories~discount:0.31~returned:0|2024-07-28~$57~hydration+accessories~discount:0.19~returned:0,at-risk occasional shopper; strongest interest in accessories; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:129|orders:5|discount_share:0.274|return_rate:0.115|top_category:accessories
C-00241,train,Tasmania,paid-social,gold,44,35,5953.99,170.11,0.057,0.049,0,7,0.946,9,9288.22,packs|camp|recovery,2026-06-12~$165~packs+apparel~discount:0.06~returned:0|2026-05-30~$185~packs+apparel+hydration~discount:0.04~returned:0|2026-05-11~$149~camp+hydration~discount:0.1~returned:0|2026-04-22~$180~packs+camp~discount:0~returned:0|2026-03-30~$62~packs+apparel+accessories~discount:0.06~returned:0|2026-03-06~$207~packs+accessories~discount:0~returned:0,loyal frequent shopper; strongest interest in packs; low price sensitivity; low churn risk,loyal,low,frequent,low,Early access and premium bundle,days_since_order:7|orders:35|discount_share:0.057|return_rate:0.049|top_category:packs
C-00242,train,Victoria,search,none,25,2,142.37,71.19,0.35,0.152,3,112,0.362,6.1,195.05,packs|jackets,2026-03-10~$73~packs~discount:0.3~returned:0|2024-07-28~$69~jackets~discount:0.32~returned:0,at-risk occasional shopper; strongest interest in packs; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:112|orders:2|discount_share:0.35|return_rate:0.152|top_category:packs
C-00243,train,New South Wales,organic,none,25,8,607.41,75.93,0.276,0.141,1,91,0.152,6.1,832.15,recovery|hydration,2026-03-30~$74~recovery~discount:0.26~returned:0|2026-01-01~$46~recovery~discount:0.29~returned:0|2025-10-05~$84~recovery~discount:0.36~returned:0|2025-07-11~$101~hydration~discount:0.29~returned:0|2025-04-17~$86~recovery~discount:0.34~returned:0|2025-01-15~$56~recovery~discount:0.34~returned:0,active regular shopper; strongest interest in recovery; high price sensitivity; high churn risk,active,high,regular,high,Win-back offer with service recovery,days_since_order:91|orders:8|discount_share:0.276|return_rate:0.141|top_category:recovery
C-00244,train,Queensland,retail-store,none,19,3,185.43,61.81,0.291,0.166,5,167,0.049,6.8,242.91,hydration|packs,2026-01-13~$60~hydration~discount:0.24~returned:1|2025-06-17~$57~packs~discount:0.27~returned:0|2024-12-03~$69~hydration~discount:0.28~returned:0,at-risk occasional shopper; strongest interest in hydration; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:167|orders:3|discount_share:0.291|return_rate:0.166|top_category:hydration
C-00245,train,New South Wales,organic,none,9,2,168.27,84.14,0.25,0.058,1,26,0.477,7.9,203.61,recovery|apparel|packs,2026-06-02~$60~apparel~discount:0.2~returned:0|2025-09-30~$108~packs+recovery~discount:0.29~returned:0,new occasional shopper; strongest interest in recovery; medium price sensitivity; low churn risk,new,medium,occasional,low,Second-purchase education sequence,days_since_order:26|orders:2|discount_share:0.25|return_rate:0.058|top_category:recovery
C-00246,train,Western Australia,referral,none,13,3,247.93,82.64,0.334,0.119,0,19,0.673,7.3,309.91,packs,2026-06-09~$82~packs~discount:0.23~returned:1|2025-12-04~$95~packs~discount:0.33~returned:0|2025-06-02~$71~packs~discount:0.32~returned:1,at-risk occasional shopper; strongest interest in packs; high price sensitivity; low churn risk,at-risk,high,occasional,low,Second-purchase education sequence,days_since_order:19|orders:3|discount_share:0.334|return_rate:0.119|top_category:packs
C-00247,train,New South Wales,referral,none,13,6,364.68,60.78,0.292,0.164,3,172,0.304,4.8,455.85,packs|camp,2026-01-06~$62~packs~discount:0.22~returned:0|2025-11-22~$54~packs~discount:0.25~returned:0|2025-10-13~$55~packs~discount:0.23~returned:1|2025-08-20~$29~camp~discount:0.23~returned:0|2025-07-15~$84~packs~discount:0.4~returned:1|2025-06-01~$80~packs~discount:0.32~returned:0,at-risk regular shopper; strongest interest in packs; high price sensitivity; high churn risk,at-risk,high,regular,high,Win-back offer with service recovery,days_since_order:172|orders:6|discount_share:0.292|return_rate:0.164|top_category:packs
C-00248,train,Queensland,retail-store,none,16,4,310.06,77.52,0.275,0.099,1,18,0.673,7.1,396.88,recovery|hydration|camp,2026-06-09~$80~recovery+camp~discount:0.29~returned:0|2026-01-03~$71~recovery~discount:0.35~returned:0|2025-08-08~$70~hydration~discount:0.27~returned:0|2025-03-07~$90~recovery~discount:0.24~returned:0,active occasional shopper; strongest interest in recovery; high price sensitivity; low churn risk,active,high,occasional,low,Second-purchase education sequence,days_since_order:18|orders:4|discount_share:0.275|return_rate:0.099|top_category:recovery
C-00249,validation,Western Australia,organic,none,18,4,316.4,79.1,0.273,0.232,1,160,0.256,6,411.32,hydration|jackets|recovery,2026-01-20~$74~hydration+recovery~discount:0.36~returned:1|2025-09-12~$77~hydration~discount:0.2~returned:1|2025-05-09~$104~jackets~discount:0.26~returned:0|2024-12-31~$62~hydration+recovery~discount:0.23~returned:0,at-risk occasional shopper; strongest interest in hydration; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:160|orders:4|discount_share:0.273|return_rate:0.232|top_category:hydration
C-00250,test,Western Australia,retail-store,silver,23,27,3564.26,132.01,0.208,0.094,2,12,0.647,8.6,4811.75,hydration|recovery|camp,2026-06-14~$178~hydration~discount:0.22~returned:1|2026-05-16~$123~hydration~discount:0.23~returned:0|2026-04-27~$173~hydration~discount:0.19~returned:0|2026-03-27~$149~camp+hydration~discount:0.21~returned:0|2026-03-01~$162~hydration+apparel~discount:0.25~returned:0|2026-02-07~$127~hydration~discount:0.21~returned:0,loyal frequent shopper; strongest interest in hydration; medium price sensitivity; low churn risk,loyal,medium,frequent,low,Loyalty upgrade with category cross-sell,days_since_order:12|orders:27|discount_share:0.208|return_rate:0.094|top_category:hydration
C-00251,train,Queensland,retail-store,gold,26,17,2470.12,145.3,0.086,0.037,1,17,0.592,7.4,3408.77,jackets|footwear|packs,2026-06-11~$124~footwear~discount:0.17~returned:0|2026-04-27~$175~jackets+hydration+packs~discount:0.05~returned:0|2026-03-19~$90~accessories+jackets~discount:0.06~returned:0|2026-01-30~$137~jackets+accessories~discount:0.11~returned:0|2025-12-21~$221~jackets+hydration~discount:0.1~returned:0|2025-11-11~$131~jackets~discount:0.08~returned:0,active regular shopper; strongest interest in jackets; low price sensitivity; low churn risk,active,low,regular,low,Loyalty upgrade with category cross-sell,days_since_order:17|orders:17|discount_share:0.086|return_rate:0.037|top_category:jackets
C-00252,train,South Australia,retail-store,none,22,10,773.88,77.39,0.242,0.128,1,29,0.656,6.1,1037,apparel|accessories|recovery,2026-05-31~$70~apparel~discount:0.17~returned:0|2026-03-21~$92~apparel+accessories~discount:0.32~returned:0|2026-01-09~$87~apparel+recovery~discount:0.28~returned:0|2025-10-28~$56~apparel+camp+hydration~discount:0.21~returned:0|2025-08-23~$77~accessories+apparel~discount:0.2~returned:0|2025-06-13~$91~apparel~discount:0.26~returned:1,active regular shopper; strongest interest in apparel; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:29|orders:10|discount_share:0.242|return_rate:0.128|top_category:apparel
C-00253,train,Western Australia,search,bronze,23,6,503.83,83.97,0.278,0.157,1,101,0.191,5.3,680.17,accessories|camp|hydration,2026-03-20~$77~hydration+camp~discount:0.32~returned:0|2025-11-21~$68~accessories~discount:0.24~returned:0|2025-07-25~$92~accessories~discount:0.26~returned:0|2025-03-30~$63~accessories~discount:0.29~returned:0|2024-12-02~$118~accessories~discount:0.26~returned:0|2024-08-04~$87~accessories~discount:0.38~returned:0,at-risk occasional shopper; strongest interest in accessories; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:101|orders:6|discount_share:0.278|return_rate:0.157|top_category:accessories
C-00254,train,Victoria,paid-social,silver,32,12,1611.58,134.3,0.159,0.056,0,20,0.788,7.3,2320.68,footwear|packs|accessories,2026-06-08~$124~footwear~discount:0.2~returned:0|2026-04-06~$162~footwear+packs~discount:0.24~returned:1|2026-02-06~$182~footwear+packs~discount:0.15~returned:0|2025-12-03~$169~footwear~discount:0.2~returned:0|2025-10-01~$179~footwear+packs~discount:0.14~returned:0|2025-08-01~$128~footwear~discount:0.18~returned:0,active regular shopper; strongest interest in footwear; medium price sensitivity; low churn risk,active,medium,regular,low,Loyalty upgrade with category cross-sell,days_since_order:20|orders:12|discount_share:0.159|return_rate:0.056|top_category:footwear
C-00255,train,South Australia,retail-store,gold,26,28,4645.82,165.92,0.066,0.064,1,9,0.716,8.8,6411.23,jackets|apparel|packs,2026-06-17~$141~recovery+footwear+accessories~discount:0.11~returned:0|2026-05-25~$169~jackets+footwear~discount:0~returned:0|2026-04-29~$158~jackets+apparel~discount:0.04~returned:1|2026-03-24~$144~jackets~discount:0.06~returned:0|2026-03-08~$203~jackets+camp~discount:0.04~returned:0|2026-02-13~$185~jackets+hydration+packs~discount:0.07~returned:0,loyal frequent shopper; strongest interest in jackets; low price sensitivity; low churn risk,loyal,low,frequent,low,Early access and premium bundle,days_since_order:9|orders:28|discount_share:0.066|return_rate:0.064|top_category:jackets
C-00256,train,Victoria,retail-store,silver,24,14,1028.87,73.49,0.167,0.076,2,31,0.568,7.9,1399.26,camp|packs|apparel,2026-05-28~$60~camp+recovery~discount:0.16~returned:0|2026-04-07~$73~apparel~discount:0.11~returned:1|2026-02-15~$69~packs~discount:0.12~returned:0|2025-12-23~$75~jackets+camp~discount:0.16~returned:0|2025-11-04~$65~camp+hydration~discount:0.07~returned:0|2025-09-14~$68~accessories~discount:0.11~returned:0,active regular shopper; strongest interest in camp; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:31|orders:14|discount_share:0.167|return_rate:0.076|top_category:camp
C-00257,train,South Australia,search,bronze,9,12,1004.34,83.7,0.122,0.054,2,26,0.685,7.1,1215.25,accessories|camp|hydration,2026-06-03~$91~accessories~discount:0.15~returned:0|2026-05-13~$63~accessories~discount:0.18~returned:0|2026-04-20~$117~accessories~discount:0.15~returned:0|2026-03-23~$90~camp+footwear~discount:0.12~returned:0|2026-03-06~$61~recovery+camp+apparel~discount:0.1~returned:0|2026-02-11~$57~accessories~discount:0.15~returned:0,active frequent shopper; strongest interest in accessories; low price sensitivity; low churn risk,active,low,frequent,low,Free shipping threshold reminder,days_since_order:26|orders:12|discount_share:0.122|return_rate:0.054|top_category:accessories
C-00258,train,South Australia,search,silver,20,22,2948.07,134,0.123,0.069,1,19,0.756,8.7,3891.45,hydration|packs|accessories,2026-06-08~$79~jackets+hydration+recovery~discount:0.18~returned:0|2026-05-12~$149~hydration~discount:0.15~returned:0|2026-04-13~$153~hydration~discount:0.06~returned:0|2026-03-18~$134~camp+hydration~discount:0.14~returned:0|2026-02-20~$140~packs+hydration~discount:0.03~returned:0|2026-01-20~$159~accessories+footwear+packs~discount:0.03~returned:0,loyal frequent shopper; strongest interest in hydration; low price sensitivity; low churn risk,loyal,low,frequent,low,Loyalty upgrade with category cross-sell,days_since_order:19|orders:22|discount_share:0.123|return_rate:0.069|top_category:hydration
C-00259,validation,South Australia,retail-store,none,36,4,310.93,77.73,0.299,0.118,2,116,0.37,6,460.18,jackets|recovery,2026-03-03~$69~jackets~discount:0.34~returned:0|2025-08-19~$80~jackets~discount:0.27~returned:0|2025-02-07~$97~recovery+jackets~discount:0.27~returned:0|2024-07-29~$64~jackets~discount:0.25~returned:0,at-risk occasional shopper; strongest interest in jackets; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:116|orders:4|discount_share:0.299|return_rate:0.118|top_category:jackets
C-00260,test,Victoria,search,silver,18,14,1032.89,73.78,0.165,0.088,2,24,0.421,6.9,1342.76,recovery|apparel|packs,2026-05-27~$92~packs+recovery~discount:0.13~returned:0|2026-04-27~$74~apparel~discount:0.18~returned:0|2026-03-11~$87~recovery~discount:0.16~returned:0|2026-02-06~$50~apparel~discount:0.11~returned:0|2025-12-22~$85~recovery~discount:0.22~returned:0|2025-11-18~$78~recovery~discount:0.08~returned:0,active frequent shopper; strongest interest in recovery; medium price sensitivity; low churn risk,active,medium,frequent,low,Free shipping threshold reminder,days_since_order:24|orders:14|discount_share:0.165|return_rate:0.088|top_category:recovery
C-00261,train,Queensland,referral,none,31,5,409.33,81.87,0.187,0.155,2,105,0.236,4.4,585.34,camp|recovery,2026-03-16~$83~camp+recovery~discount:0.1~returned:0|2025-10-18~$72~camp~discount:0.21~returned:0|2025-05-23~$72~camp~discount:0.2~returned:0|2024-12-25~$99~camp~discount:0.07~returned:0|2024-07-28~$83~camp~discount:0.18~returned:0,at-risk occasional shopper; strongest interest in camp; medium price sensitivity; high churn risk,at-risk,medium,occasional,high,Win-back offer with service recovery,days_since_order:105|orders:5|discount_share:0.187|return_rate:0.155|top_category:camp
C-00262,train,Western Australia,organic,none,24,16,1376.3,86.02,0.036,0.05,2,31,0.713,7.2,1871.77,jackets|packs|footwear,2026-05-28~$91~jackets~discount:0.12~returned:0|2026-04-15~$68~jackets+apparel~discount:0.01~returned:0|2026-02-26~$72~footwear~discount:0.01~returned:0|2026-01-16~$87~jackets~discount:0.05~returned:0|2025-11-29~$123~jackets+recovery~discount:0.01~returned:0|2025-10-15~$131~accessories+jackets~discount:0~returned:1,active regular shopper; strongest interest in jackets; low price sensitivity; low churn risk,active,low,regular,low,Free shipping threshold reminder,days_since_order:31|orders:16|discount_share:0.036|return_rate:0.05|top_category:jackets
C-00263,train,Western Australia,search,silver,25,20,2560.61,128.03,0.068,0.037,0,19,0.735,7.6,3508.04,camp|accessories|apparel,2026-06-06~$123~accessories+camp~discount:0.02~returned:0|2026-05-04~$142~camp~discount:0.15~returned:0|2026-03-25~$121~footwear~discount:0.06~returned:0|2026-02-20~$117~camp+jackets~discount:0.06~returned:0|2026-01-17~$115~hydration+apparel~discount:0.11~returned:1|2025-12-12~$125~camp~discount:0.06~returned:0,loyal frequent shopper; strongest interest in camp; low price sensitivity; low churn risk,loyal,low,frequent,low,Loyalty upgrade with category cross-sell,days_since_order:19|orders:20|discount_share:0.068|return_rate:0.037|top_category:camp
C-00264,train,Tasmania,paid-social,none,20,7,519.5,74.21,0.27,0.17,2,125,0.02,5.7,685.74,packs|camp|apparel,2026-02-22~$67~camp~discount:0.31~returned:1|2025-12-06~$66~packs~discount:0.27~returned:0|2025-09-17~$64~packs+footwear+jackets~discount:0.29~returned:0|2025-07-02~$73~apparel~discount:0.38~returned:1|2025-04-12~$103~packs~discount:0.26~returned:0|2025-01-22~$74~footwear+packs~discount:0.21~returned:1,at-risk regular shopper; strongest interest in packs; high price sensitivity; high churn risk,at-risk,high,regular,high,Win-back offer with service recovery,days_since_order:125|orders:7|discount_share:0.27|return_rate:0.17|top_category:packs
C-00265,train,Victoria,retail-store,none,6,6,464.87,77.48,0.199,0.109,0,23,0.592,9.2,548.55,packs|footwear|camp,2026-06-03~$92~packs~discount:0.22~returned:0|2026-05-06~$73~footwear~discount:0.16~returned:1|2026-04-03~$80~packs~discount:0.21~returned:0|2026-02-28~$80~apparel+packs~discount:0.17~returned:0|2026-01-26~$77~packs~discount:0.11~returned:0|2025-12-25~$62~camp~discount:0.08~returned:0,active frequent shopper; strongest interest in packs; medium price sensitivity; low churn risk,active,medium,frequent,low,Second-purchase education sequence,days_since_order:23|orders:6|discount_share:0.199|return_rate:0.109|top_category:packs
C-00266,train,Victoria,referral,none,29,6,446.85,74.47,0.365,0.154,4,161,0.37,4.1,630.06,hydration|jackets|apparel,2026-01-17~$59~hydration~discount:0.31~returned:0|2025-09-30~$88~hydration+jackets~discount:0.3~returned:0|2025-06-14~$74~hydration~discount:0.33~returned:0|2025-02-27~$103~hydration~discount:0.43~returned:1|2024-11-13~$65~hydration~discount:0.33~returned:1|2024-07-27~$57~apparel+hydration~discount:0.4~returned:0,at-risk occasional shopper; strongest interest in hydration; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:161|orders:6|discount_share:0.365|return_rate:0.154|top_category:hydration
C-00267,train,Tasmania,referral,gold,36,29,4976.99,171.62,0.054,0.061,1,9,0.715,9.5,7365.95,jackets|footwear|accessories,2026-06-20~$197~jackets~discount:0.12~returned:0|2026-05-24~$154~recovery+packs+jackets~discount:0.11~returned:0|2026-04-24~$203~jackets+accessories~discount:0.15~returned:0|2026-04-04~$237~recovery+apparel+jackets~discount:0.1~returned:1|2026-03-09~$183~jackets+footwear~discount:0~returned:0|2026-02-17~$131~recovery+jackets~discount:0.15~returned:0,at-risk frequent shopper; strongest interest in jackets; low price sensitivity; low churn risk,at-risk,low,frequent,low,Early access and premium bundle,days_since_order:9|orders:29|discount_share:0.054|return_rate:0.061|top_category:jackets
C-00268,train,South Australia,referral,none,27,5,402.68,80.54,0.354,0.146,5,125,0.088,6.7,559.73,packs|apparel|recovery,2026-02-23~$77~packs~discount:0.42~returned:0|2025-10-01~$84~packs+recovery~discount:0.34~returned:0|2025-05-13~$83~packs+apparel~discount:0.41~returned:0|2024-12-20~$82~packs~discount:0.3~returned:0|2024-07-24~$77~packs~discount:0.34~returned:1,at-risk occasional shopper; strongest interest in packs; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:125|orders:5|discount_share:0.354|return_rate:0.146|top_category:packs
C-00269,validation,Victoria,search,gold,32,17,2056.11,120.95,0.155,0.11,1,17,0.693,9.7,2960.8,accessories|jackets|recovery,2026-06-12~$109~accessories~discount:0.13~returned:0|2026-04-28~$157~accessories+jackets~discount:0.21~returned:0|2026-03-19~$96~recovery+accessories~discount:0.1~returned:0|2026-02-04~$98~accessories~discount:0.15~returned:0|2025-12-24~$159~accessories+packs~discount:0.13~returned:0|2025-11-11~$138~accessories+recovery~discount:0.12~returned:0,active regular shopper; strongest interest in accessories; medium price sensitivity; low churn risk,active,medium,regular,low,Loyalty upgrade with category cross-sell,days_since_order:17|orders:17|discount_share:0.155|return_rate:0.11|top_category:accessories
C-00270,test,Queensland,paid-social,none,19,4,283.81,70.95,0.335,0.106,1,20,0.652,6.8,371.79,camp|jackets,2026-06-03~$93~camp~discount:0.29~returned:0|2025-12-07~$53~camp~discount:0.4~returned:0|2025-06-07~$78~camp~discount:0.24~returned:0|2024-12-04~$59~jackets~discount:0.39~returned:1,active occasional shopper; strongest interest in camp; high price sensitivity; low churn risk,active,high,occasional,low,Second-purchase education sequence,days_since_order:20|orders:4|discount_share:0.335|return_rate:0.106|top_category:camp
C-00271,train,New South Wales,organic,none,29,5,389.26,77.85,0.285,0.153,3,98,0.244,4.5,548.86,hydration|footwear|jackets,2026-03-20~$94~footwear~discount:0.32~returned:0|2025-10-19~$95~hydration+jackets~discount:0.3~returned:0|2025-05-25~$67~hydration~discount:0.26~returned:0|2024-12-23~$86~hydration~discount:0.36~returned:0|2024-07-30~$47~hydration~discount:0.3~returned:0,at-risk occasional shopper; strongest interest in hydration; high price sensitivity; high churn risk,at-risk,high,occasional,high,Win-back offer with service recovery,days_since_order:98|orders:5|discount_share:0.285|return_rate:0.153|top_category:hydration
C-00272,train,South Australia,paid-social,none,38,9,743.72,82.64,0.262,0.219,2,117,0.178,5.6,1115.58,packs|footwear|apparel,2026-03-02~$97~footwear+packs~discount:0.22~returned:0|2025-12-20~$81~apparel+packs~discount:0.24~returned:1|2025-10-06~$59~packs~discount:0.27~returned:0|2025-07-27~$91~packs~discount:0.22~returned:0|2025-05-11~$91~packs~discount:0.3~returned:0|2025-02-27~$93~packs+footwear~discount:0.15~returned:0,at-risk occasional shopper; strongest interest in packs; medium price sensitivity; high churn risk,at-risk,medium,occasional,high,Win-back offer with service recovery,days_since_order:117|orders:9|discount_share:0.262|return_rate:0.219|top_category:packs
C-00273,train,Queensland,paid-social,gold,41,27,4875.75,180.58,0.049,0.044,1,7,0.655,8.6,7459.9,camp|packs|recovery,2026-06-23~$165~camp~discount:0.04~returned:0|2026-05-21~$159~accessories+recovery+camp~discount:0.07~returned:0|2026-04-25~$151~camp+apparel~discount:0.1~returned:0|2026-03-31~$147~packs+camp~discount:0.08~returned:0|2026-03-04~$179~camp+jackets~discount:0.07~returned:0|2026-02-08~$163~camp+packs~discount:0~returned:0,loyal regular shopper; strongest interest in camp; low price sensitivity; low churn risk,loyal,low,regular,low,Early access and premium bundle,days_since_order:7|orders:27|discount_share:0.049|return_rate:0.044|top_category:camp
C-00274,train,South Australia,retail-store,silver,25,13,1191.58,91.66,0.133,0.068,2,32,0.513,7.8,1632.46,hydration|packs|camp,2026-05-19~$77~hydration~discount:0.14~returned:0|2026-03-31~$107~hydration+footwear~discount:0.18~returned:0|2026-02-05~$119~packs+hydration~discount:0.21~returned:0|2025-12-12~$89~camp~discount:0.17~returned:0|2025-10-17~$37~hydration~discount:0.19~returned:0|2025-08-18~$99~hydration~discount:0.14~returned:0,active regular shopper; strongest interest in hydration; medium price sensitivity; low churn risk,active,medium,regular,low,Free shipping threshold reminder,days_since_order:32|orders:13|discount_share:0.133|return_rate:0.068|top_category:hydration
C-00275,train,South Australia,paid-social,gold,36,25,4496.47,179.86,0.056,0.057,0,7,0.968,8.3,6654.78,recovery|packs|camp,2026-06-20~$172~recovery+jackets~discount:0.02~returned:0|2026-05-22~$220~recovery+hydration+packs+footwear~discount:0~returned:0|2026-04-20~$166~apparel+recovery~discount:0~returned:0|2026-03-26~$144~recovery~discount:0.09~returned:0|2026-02-25~$193~footwear+recovery+camp~discount:0~returned:0|2026-01-27~$244~recovery+accessories~discount:0.14~returned:0,loyal regular shopper; strongest interest in recovery; low price sensitivity; low churn risk,loyal,low,regular,low,Early access and premium bundle,days_since_order:7|orders:25|discount_share:0.056|return_rate:0.057|top_category:recovery
C-00276,train,South Australia,retail-store,none,16,13,1243.02,95.62,0.2,0.062,1,38,0.619,6.2,1591.07,jackets|hydration|accessories,2026-05-17~$118~jackets~discount:0.22~returned:0|2026-04-15~$116~jackets+hydration~discount:0.12~returned:0|2026-03-09~$93~jackets~discount:0.16~returned:0|2026-01-24~$82~jackets~discount:0.21~returned:0|2025-12-26~$99~jackets+hydration~discount:0.26~returned:0|2025-11-17~$97~hydration+jackets~discount:0.26~returned:0,active frequent shopper; strongest interest in jackets; medium price sensitivity; low churn risk,active,medium,frequent,low,Free shipping threshold reminder,days_since_order:38|orders:13|discount_share:0.2|return_rate:0.062|top_category:jackets
